R_fighter,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,R_Orthodox,R_Southpaw,R_Switch
George Sullivan,0,1,0,49.25,0.4525,0.75,1.25,0.41,2,1,11,0,0,0,2,1,0,0,3,182.88,185.42,170,34,1,0,0
Alex Caceres,3,0,0,39.83333333,0.4575,1.0,0.166666667,0.166666667,2,7,30,0,0,2,1,0,2,0,5,177.8,185.42,145,27,0,1,0
Matt Dwyer,1,0,0,14.0,0.196666667,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,193.04,193.04,170,26,1,0,0
Anthony Rocco Martin,1,0,0,16.75,0.34,1.0,0.75,0.3425,1,3,8,0,0,0,0,0,1,0,1,182.88,185.42,170,26,1,0,0
TJ Dillashaw,0,4,0,69.5,0.41100000000000003,1.1,1.4,0.363,4,2,28,4,0,0,2,5,1,0,8,167.64,170.18,125,29,1,0,0
Anthony Pettis,1,0,0,22.14285714,0.457142857,0.428571429,0.857142857,0.094285714,5,2,16,3,0,1,0,2,2,0,5,177.8,182.88,170,28,1,0,0
Travis Browne,1,0,0,20.83333333,0.505833333,0.166666667,0.666666667,0.34666666700000004,3,4,20,0,0,0,1,6,1,0,8,198.12,200.66,255,33,1,0,0
Ross Pearson,0,1,0,41.35294118,0.433529412,0.0,0.647058824,0.352941176,3,7,42,1,0,1,4,4,0,1,10,172.72,175.26,155,31,1,0,0
Patrick Cote,0,2,0,29.44444444,0.44888888899999996,0.166666667,0.5555555560000001,0.147777778,4,9,45,2,0,1,4,3,0,0,9,180.34,180.34,170,35,1,0,0
Tim Boetsch,2,0,0,27.11764706,0.503529412,0.647058824,1.117647059,0.172941176,4,8,39,0,0,2,3,4,0,0,9,182.88,187.96,185,34,1,0,0
Chris Wade,0,3,0,26.33333333,0.42666666700000005,0.333333333,3.0,0.67,3,0,7,0,0,0,2,0,1,0,3,177.8,177.8,155,28,1,0,0
Maximo Blanco,0,3,0,45.0,0.47428571399999997,0.14285714300000002,1.428571429,0.39,3,3,17,0,0,0,3,1,0,0,4,172.72,180.34,145,32,1,0,0
Paul Felder,2,0,0,47.75,0.4125,0.0,0.25,0.25,2,2,11,0,0,1,0,1,0,0,2,180.34,177.8,155,31,1,0,0
Ilir Latifi,0,1,0,8.6,0.354,0.4,0.6,0.466,2,2,7,0,0,0,0,2,1,0,3,177.8,185.42,205,32,1,0,0
Charles Rosa,1,0,0,32.66666667,0.363333333,1.6666666669999999,4.0,0.49,1,2,9,0,0,0,0,0,1,0,1,175.26,175.26,145,29,0,0,1
Rob Font,0,1,0,12.0,0.52,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,172.72,180.34,135,28,1,0,0
Francimar Barroso,0,1,0,37.66666667,0.496666667,0.0,1.6666666669999999,0.256666667,1,1,9,0,0,0,2,0,0,0,2,185.42,190.5,205,35,1,0,0
Robbie Lawler,0,4,0,48.4,0.452666667,0.0,1.066666667,0.433333333,4,4,43,3,0,2,3,6,0,0,11,180.34,187.96,170,33,0,1,0
Stipe Miocic,0,1,0,59.44444444,0.49,0.0,1.7777777780000001,0.424444444,3,2,25,0,0,0,3,4,0,0,7,193.04,203.2,240,33,1,0,0
Lorenz Larkin,0,2,0,35.14285714,0.467142857,0.0,0.0,0.0,2,4,16,0,0,0,1,2,0,0,3,180.34,182.88,170,29,1,0,0
Diego Brandao,0,2,0,19.66666667,0.49,0.333333333,1.6666666669999999,0.412222222,3,3,15,1,0,0,2,1,2,1,6,170.18,172.72,145,28,1,0,0
Abel Trujillo,0,1,0,27.71428571,0.37142857100000004,0.28571428600000004,1.428571429,0.604285714,2,3,14,0,0,0,0,3,0,0,4,172.72,177.8,155,32,1,0,0
Michael McDonald,1,0,0,28.14285714,0.41428571399999997,0.7142857140000001,0.857142857,0.214285714,4,2,16,1,0,1,1,2,1,0,5,175.26,177.8,135,24,1,0,0
Kyle Noke,0,2,0,26.44444444,0.56,0.444444444,0.8888888890000001,0.27777777800000003,3,3,17,0,0,1,0,3,2,0,6,185.42,193.04,170,35,0,1,0
Justine Kish,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,162.56,125,27,1,0,0
Scott Holtzman,0,1,0,71.0,0.51,1.0,1.0,0.33,1,0,3,0,0,0,0,0,1,0,1,175.26,175.26,155,32,1,0,0
Dustin Poirier,0,2,0,41.15384615,0.49923076899999996,0.692307692,0.923076923,0.225384615,4,3,26,0,0,0,3,4,3,0,10,175.26,182.88,155,26,0,1,0
Joe Soto,2,0,0,31.5,0.21,0.0,0.0,0.0,0,2,6,1,0,0,0,0,0,0,0,167.64,165.1,135,28,1,0,0
Sheldon Westcott,2,0,0,15.0,0.39,0.0,2.5,0.385,0,2,5,1,0,0,0,0,0,0,0,185.42,180.34,170,31,0,1,0
Rafael Dos Anjos,0,4,0,36.33333333,0.415555556,0.666666667,2.166666667,0.373888889,5,5,48,1,0,0,8,3,2,0,13,172.72,177.8,170,31,0,1,0
Junior Dos Santos,0,1,0,54.46153846,0.5115384620000001,0.076923077,0.384615385,0.269230769,9,2,34,4,0,0,3,8,0,0,11,193.04,195.58,238,31,1,0,0
Michael Johnson,1,0,0,42.07692308,0.344615385,0.0,0.46153846200000004,0.326923077,4,5,33,1,0,0,5,3,0,0,8,177.8,185.42,145,29,0,1,0
Randa Markos,0,1,0,36.5,0.435,0.5,1.5,0.5,1,1,6,0,0,0,1,0,0,0,1,162.56,160.02,115,30,1,0,0
Charles Oliveira,1,0,0,23.92857143,0.51,1.357142857,1.071428571,0.319285714,4,6,27,0,0,0,1,0,7,0,8,177.8,187.96,155,26,1,0,0
CB Dollaway,2,0,0,21.875,0.435625,0.5625,1.9375,0.4375,3,7,31,1,0,1,4,2,2,0,9,187.96,193.04,185,32,1,0,0
Sarah Kaufman,1,0,0,118.0,0.48,0.0,0.333333333,0.333333333,1,2,8,0,0,0,1,0,0,0,1,165.1,170.18,135,30,1,0,0
Josh Samman,0,3,0,19.66666667,0.553333333,0.333333333,0.333333333,0.166666667,3,0,5,0,0,0,0,2,1,0,3,190.5,200.66,185,27,1,0,0
Nik Lentz,1,0,0,41.0,0.523333333,1.133333333,3.4,0.329333333,4,6,41,0,0,1,6,1,1,0,9,172.72,172.72,155,31,1,0,0
Kamaru Usman,0,1,0,15.0,0.57,1.0,6.0,0.75,1,0,2,1,0,0,0,0,1,0,1,182.88,193.04,170,28,0,0,1
Hayder Hassan,1,0,0,3.0,0.27,0.0,0.0,0.0,0,1,2,1,0,0,0,0,0,0,0,177.8,177.8,170,33,1,0,0
Francis Ngannou,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,210.82,250,29,1,0,0
Jose Aldo,0,7,0,61.14285714,0.412857143,0.428571429,1.714285714,0.34,7,0,30,7,0,0,5,2,0,0,7,170.18,177.8,145,29,1,0,0
Chris Weidman,0,9,0,32.0,0.47333333299999997,0.7777777779999999,2.333333333,0.7211111109999999,9,0,20,4,0,0,3,4,2,0,9,187.96,198.12,185,31,1,0,0
Jacare Souza,0,5,0,18.0,0.53,1.2,1.6,0.446,5,0,9,0,0,0,1,1,3,0,5,185.42,182.88,185,36,1,0,0
Demian Maia,0,3,0,21.23809524,0.502857143,0.9523809520000001,2.3809523809999997,0.39285714299999996,5,6,55,1,0,0,7,1,7,0,15,185.42,182.88,170,38,0,1,0
Max Holloway,0,7,0,61.92307692,0.409230769,0.384615385,0.076923077,0.076923077,7,3,31,0,0,1,2,5,2,0,10,180.34,175.26,155,24,1,0,0
Urijah Faber,1,0,0,40.25,0.47333333299999997,0.666666667,1.5,0.3125,4,4,36,3,0,0,2,0,6,0,8,167.64,170.18,135,36,1,0,0
Tecia Torres,0,2,0,64.0,0.44,0.0,1.5,0.58,2,0,6,0,0,0,2,0,0,0,2,154.94,152.4,115,26,1,0,0
Warlley Alves,0,3,0,27.66666667,0.45333333299999995,1.0,1.6666666669999999,0.773333333,3,0,8,1,0,0,1,0,2,0,3,180.34,182.88,170,24,1,0,0
Leonardo Santos,0,2,0,24.0,0.37,0.5,1.0,0.285,2,1,10,1,0,0,1,0,2,0,3,182.88,190.5,155,35,1,0,0
Joe Proctor,0,1,0,34.16666667,0.33833333299999996,1.333333333,0.0,0.0,2,2,13,0,0,0,1,2,1,0,4,177.8,182.88,155,30,1,0,0
John Makdessi,1,0,0,53.3,0.439,0.0,0.0,0.0,3,4,23,0,0,0,3,3,0,0,6,172.72,172.72,155,30,1,0,0
Court McGee,1,0,0,77.25,0.3475,0.625,2.0,0.33375,3,3,23,1,0,1,2,0,2,0,5,180.34,190.5,170,30,1,0,0
Frankie Edgar,0,4,0,65.22222222,0.422777778,0.444444444,3.388888889,0.35166666700000004,5,5,68,7,0,0,8,3,2,0,13,167.64,172.72,145,34,1,0,0
Artem Lobov,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,165.1,145,29,0,1,0
Edson Barboza,0,1,0,39.0,0.45615384600000003,0.076923077,0.307692308,0.153846154,4,3,30,0,1,1,3,5,0,0,10,180.34,190.5,155,29,1,0,0
Joe Lauzon,0,1,0,18.26315789,0.427368421,1.368421053,1.263157895,0.42105263200000004,3,7,36,0,0,0,1,3,7,1,12,177.8,180.34,155,31,1,0,0
Tatsuya Kawajiri,0,1,0,24.33333333,0.6033333329999999,0.666666667,2.666666667,0.243333333,1,1,8,0,0,0,1,0,1,0,2,170.18,175.26,145,37,1,0,0
Julian Erosa,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,145,26,0,1,0
Gabriel Gonzaga,3,0,0,13.4,0.5455,0.55,1.05,0.4265,4,9,33,1,0,0,0,7,4,0,11,187.96,193.04,242,36,1,0,0
Ryan LaFlare,1,0,0,53.8,0.42,0.4,3.8,0.478,4,1,17,0,0,0,4,0,0,0,4,185.42,187.96,170,32,0,1,0
Joby Sanchez,0,1,0,39.0,0.25,0.5,1.0,0.5,1,1,6,0,0,1,0,0,0,0,1,167.64,172.72,135,24,1,0,0
Chris Gruetzemacher,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,155,29,1,0,0
Rose Namajunas,0,1,0,20.5,0.385,0.5,1.0,0.665,1,1,4,1,0,0,0,0,1,0,1,165.1,165.1,115,23,1,0,0
Jim Miller,0,1,0,26.4,0.3475,1.7,1.3,0.4595,7,6,47,0,0,1,5,2,6,0,14,172.72,180.34,155,32,0,1,0
Sage Northcutt,0,1,0,21.0,0.67,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,182.88,180.34,170,19,1,0,0
Elias Theodorou,0,3,0,51.66666667,0.48,0.0,2.666666667,0.64,3,0,7,1,0,0,1,2,0,0,3,185.42,190.5,185,27,1,0,0
Tim Means,1,0,0,43.5,0.45899999999999996,0.2,0.7,0.25,4,4,24,0,0,1,2,2,1,0,6,187.96,190.5,170,31,1,0,0
Omari Akhmedov,0,2,0,24.75,0.445,0.25,1.5,0.1875,2,1,6,0,0,0,1,2,0,0,3,182.88,185.42,185,28,1,0,0
Aljamain Sterling,0,3,0,46.66666667,0.576666667,1.333333333,3.333333333,0.6,3,0,9,0,0,0,1,1,1,0,3,170.18,180.34,135,26,1,0,0
Santiago Ponzinibbio,1,0,0,29.5,0.325,0.0,0.25,0.0825,2,2,9,0,0,0,1,1,0,0,2,182.88,185.42,170,29,1,0,0
Danny Roberts,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,187.96,170,28,0,1,0
Zubaira Tukhugov,0,2,0,37.5,0.475,0.0,1.5,0.25,2,0,4,0,0,0,1,1,0,0,2,172.72,172.72,145,24,1,0,0
Kailin Curran,2,0,0,54.5,0.495,0.0,3.5,0.75,0,2,6,0,0,0,0,0,0,0,0,162.56,165.1,115,24,1,0,0
Benson Henderson,0,1,0,56.92307692,0.45615384600000003,0.7692307690000001,2.230769231,0.432307692,7,3,47,5,0,3,5,0,2,0,10,175.26,177.8,170,32,0,1,0
Dong Hyun Kim,0,1,0,24.2,0.521333333,0.533333333,2.2,0.44733333299999994,4,4,38,0,0,1,6,3,1,0,11,187.96,193.04,170,34,0,1,0
Yoshihiro Akiyama,0,1,0,37.16666667,0.323333333,0.166666667,2.0,0.441666667,1,4,16,0,0,1,1,0,0,0,2,177.8,185.42,170,40,1,0,0
Dooho Choi,0,1,0,10.0,0.66,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,177.8,177.8,145,24,1,0,0
Dongi Yang,2,0,0,47.5,0.5175,0.5,1.5,0.6075,1,3,11,0,0,0,0,1,0,0,1,177.8,180.34,185,30,0,1,0
Yui Chul Nam,1,0,0,53.0,0.535,0.5,1.5,0.83,1,1,6,0,0,1,0,0,0,0,1,175.26,175.26,145,34,1,0,0
Tae Hyun Bang,1,0,0,24.0,0.35,0.0,0.333333333,0.333333333,1,2,7,0,0,0,0,1,0,0,1,175.26,180.34,155,32,0,0,1
Seohee Ham,1,0,0,58.0,0.52,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,157.48,157.48,115,28,0,1,0
Yao Zhikui,0,1,0,18.0,0.24,0.0,0.5,0.08,1,1,6,0,0,1,0,0,0,0,1,165.1,162.56,125,24,1,0,0
Ning Guangyou,0,2,0,38.5,0.42,0.5,2.0,0.83,2,0,5,1,0,0,1,1,0,0,2,162.56,162.56,145,33,0,1,0
Dominique Steele,1,0,0,2.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,177.8,187.96,170,27,1,0,0
Neil Magny,0,1,0,43.66666667,0.43,0.083333333,2.25,0.4775,7,3,31,0,0,0,5,3,1,0,9,190.5,203.2,170,28,1,0,0
Ricardo Lamas,1,0,0,23.625,0.42625,0.875,1.0,0.1775,4,2,18,1,0,0,2,2,2,0,6,172.72,180.34,145,33,1,0,0
Jussier Formiga,0,3,0,11.0,0.35166666700000004,0.166666667,1.8333333330000001,0.34166666700000003,3,2,13,0,0,0,3,0,1,0,4,165.1,170.18,125,30,1,0,0
Erick Montano,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,30,1,0,0
Horacio Gutierrez,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,175.26,145,25,1,0,0
Efrain Escudero,0,2,0,34.1,0.47100000000000003,0.8,1.0,0.287,2,5,26,1,0,0,3,1,1,0,5,175.26,177.8,155,29,1,0,0
Erik Perez,1,0,0,27.33333333,0.531666667,0.166666667,2.166666667,0.303333333,3,2,11,0,0,0,1,2,1,0,4,172.72,172.72,135,26,1,0,0
Hector Urbina,0,1,0,4.0,0.57,2.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,180.34,185.42,170,28,1,0,0
Alejandro Perez,1,0,0,19.0,0.145,0.5,0.5,0.25,1,1,4,1,0,0,1,0,0,0,1,167.64,170.18,135,26,1,0,0
Gabriel Benitez,0,2,0,41.5,0.465,3.0,0.0,0.0,2,0,6,0,0,0,1,0,1,0,2,172.72,180.34,145,27,0,1,0
Vernon Ramos,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,182.88,170,23,1,0,0
Cesar Arzamendia,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,155,24,1,0,0
Valmir Lazaro,0,1,0,89.0,0.365,0.0,2.0,0.2,1,1,6,0,0,1,0,0,0,0,1,182.88,185.42,155,30,1,0,0
Ronda Rousey,0,6,0,15.66666667,0.531666667,0.833333333,1.333333333,0.45833333299999995,6,0,8,6,0,0,0,3,3,0,6,170.18,172.72,135,28,1,0,0
Joanna Jedrzejczyk,0,4,0,65.75,0.42,0.0,0.0,0.0,4,0,11,2,0,1,1,2,0,0,4,167.64,165.1,125,28,1,0,0
Mark Hunt,2,0,0,32.7,0.408,0.1,0.7,0.34,4,5,27,1,0,0,1,4,0,0,5,177.8,182.88,265,41,1,0,0
Uriah Hall,0,2,0,30.75,0.5775,0.25,0.875,0.405,3,3,17,1,0,0,1,2,0,2,5,182.88,200.66,185,31,1,0,0
Stefan Struve,0,1,0,23.86666667,0.43799999999999994,1.266666667,0.2,0.2,4,5,26,0,1,0,1,4,4,0,10,210.82,213.36,265,27,1,0,0
Jake Matthews,1,0,0,30.0,0.41666666700000005,0.666666667,2.0,0.45333333299999995,2,1,6,0,0,0,0,0,2,0,2,180.34,185.42,170,21,1,0,0
Kyle Noke,0,1,0,26.875,0.56375,0.5,1.0,0.3125,3,3,16,0,0,1,0,2,2,0,5,185.42,193.04,170,35,0,1,0
Anthony Perosh,1,0,0,13.18181818,0.443636364,0.454545455,0.818181818,0.168181818,3,6,17,0,0,0,0,2,3,0,5,190.5,190.5,205,43,1,0,0
Richie Vaculik,1,0,0,34.33333333,0.446666667,1.0,2.0,0.42,1,2,7,0,0,0,1,0,0,0,1,167.64,175.26,125,32,1,0,0
Daniel Kelly,1,0,0,29.33333333,0.363333333,0.333333333,0.333333333,0.166666667,2,1,5,0,0,0,1,0,1,0,2,182.88,177.8,185,38,0,1,0
Richard Walsh,2,0,0,46.66666667,0.546666667,0.0,1.6666666669999999,0.18333333300000001,1,2,7,0,0,0,1,0,0,0,1,182.88,185.42,170,26,1,0,0
James Moontasri,1,0,0,24.33333333,0.45,0.333333333,0.0,0.0,1,2,6,0,0,0,0,0,1,0,1,177.8,180.34,170,27,0,0,1
Ben Nguyen,0,1,0,27.0,0.45,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,165.1,165.1,125,27,0,0,1
Vitor Belfort,1,0,0,11.0,0.511,0.4,0.3,0.1375,3,7,30,6,0,0,0,10,2,1,13,182.88,187.96,185,38,0,1,0
Glover Teixeira,0,1,0,40.125,0.47125,0.5,1.875,0.4125,5,2,19,1,0,0,1,1,3,1,6,187.96,193.04,205,36,1,0,0
Thomas Almeida,0,3,0,58.33333333,0.46333333299999996,0.0,0.0,0.0,3,0,6,0,0,0,1,2,0,0,3,170.18,177.8,135,24,0,1,0
Alex Oliveira,0,2,0,14.33333333,0.313333333,1.0,2.666666667,0.303333333,2,1,7,0,0,0,1,0,1,0,2,180.34,193.04,170,27,1,0,0
Gilbert Burns,0,3,0,22.66666667,0.40666666700000004,1.333333333,1.6666666669999999,0.533333333,3,0,7,0,0,0,1,0,2,0,3,177.8,180.34,155,29,1,0,0
Fabio Maldonado,1,0,0,69.1,0.536,0.5,0.4,0.25,3,5,26,0,0,1,2,2,0,0,5,185.42,190.5,205,35,1,0,0
Gleison Tibau,1,0,0,22.72,0.34600000000000003,0.64,3.28,0.51,3,9,62,0,0,5,6,1,4,0,16,177.8,180.34,155,32,0,1,0
Yan Cabral,0,1,0,17.33333333,0.523333333,1.333333333,2.333333333,0.39,1,1,8,0,0,0,1,0,1,0,2,180.34,185.42,155,32,1,0,0
Clay Guida,0,1,0,28.38095238,0.348571429,0.666666667,2.857142857,0.364761905,4,9,58,0,0,3,4,1,4,0,12,170.18,177.8,155,33,1,0,0
Kevin Souza,0,3,0,45.33333333,0.5166666670000001,0.0,0.0,0.0,3,0,6,0,0,1,0,2,0,0,3,182.88,187.96,145,31,1,0,0
Viscardi Andrade,1,0,0,18.0,0.5,0.0,0.5,0.25,1,1,4,0,0,0,0,1,0,0,1,180.34,190.5,170,31,1,0,0
Pedro Munhoz,1,0,0,19.66666667,0.6266666670000001,1.0,0.666666667,0.333333333,1,2,5,0,0,0,0,1,0,0,1,167.64,165.1,135,29,1,0,0
Bruno Korea,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,165.1,135,24,1,0,0
Paddy Holohan,0,2,0,26.5,0.46,1.25,1.75,0.395,2,1,10,0,0,0,2,0,1,0,3,177.8,175.26,125,27,1,0,0
Norman Parke,2,0,0,47.14285714,0.365714286,0.0,2.142857143,0.44857142899999997,3,3,20,1,0,0,3,1,0,0,4,180.34,177.8,155,28,0,1,0
Neil Seery,1,0,0,46.0,0.4125,1.75,0.75,0.3325,2,2,12,0,0,0,2,0,0,0,2,162.56,162.56,125,36,1,0,0
Stevie Ray,0,2,0,25.0,0.595,1.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,177.8,177.8,155,25,0,1,0
Aisling Daly,1,0,0,21.5,0.51,1.0,1.5,0.45,1,1,4,0,0,0,0,0,1,0,1,157.48,162.56,115,27,0,0,1
Scott Askham,0,1,0,26.5,0.75,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,190.5,190.5,185,27,0,1,0
Cathal Pendred,1,0,0,35.4,0.43,0.4,2.4,0.24600000000000002,4,1,14,0,0,1,2,0,1,0,4,185.42,190.5,170,28,1,0,0
Darren Elkins,1,0,0,29.5,0.26416666699999997,1.25,1.25,0.29583333300000003,5,4,28,0,0,1,5,2,0,0,8,177.8,180.34,145,31,1,0,0
Bubba Bush,1,0,0,2.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,182.88,185.42,185,30,1,0,0
Daniel Cormier,0,1,0,47.0,0.52,0.833333333,1.6666666669999999,0.34833333299999997,4,1,18,2,0,0,2,1,2,0,5,180.34,182.88,235,36,1,0,0
Ryan Bader,0,4,0,26.625,0.393125,0.3125,2.5,0.295,5,4,38,1,0,1,7,3,1,0,12,187.96,187.96,205,32,1,0,0
Shawn Jordan,0,3,0,23.88888889,0.483333333,0.0,0.8888888890000001,0.27777777800000003,3,3,16,0,0,0,0,6,0,0,6,182.88,190.5,260,30,0,1,0
Joseph Benavidez,0,3,0,43.63636364,0.363636364,0.363636364,1.2727272729999999,0.255454545,3,2,27,2,0,0,5,3,1,0,9,162.56,165.1,125,31,0,1,0
Jessica Eye,1,0,0,62.0,0.3875,0.0,0.0,0.0,1,3,11,0,0,0,0,0,0,1,1,167.64,167.64,125,29,1,0,0
Yair Rodriguez,0,2,0,45.0,0.48,3.5,1.5,0.665,2,0,6,1,0,1,1,0,0,0,2,180.34,180.34,145,22,1,0,0
Alan Jouban,0,2,0,41.75,0.5125,0.0,0.25,0.25,2,1,8,0,0,0,1,2,0,0,3,182.88,185.42,170,33,0,1,0
Adriano Martins,0,2,0,12.5,0.46,0.25,1.0,0.4375,2,1,7,0,0,1,0,1,1,0,3,177.8,182.88,155,32,0,1,0
Rose Namajunas,1,0,0,28.0,0.38,0.0,1.0,0.33,0,1,3,1,0,0,0,0,0,0,0,165.1,165.1,115,23,1,0,0
Francisco Trevino,1,0,0,40.5,0.425,0.0,1.0,0.14,1,1,6,0,0,0,1,0,0,0,1,175.26,177.8,155,33,1,0,0
Chris Cariaso,2,0,0,46.16666667,0.418333333,0.5,0.833333333,0.325833333,3,5,34,1,0,2,4,1,0,0,7,160.02,160.02,125,34,0,1,0
Derrick Lewis,1,0,0,17.6,0.616,0.0,0.4,0.3,2,2,7,0,0,0,0,3,0,0,3,190.5,200.66,260,30,1,0,0
Josh Barnett,1,0,0,22.57142857,0.64,0.571428571,0.571428571,0.428571429,4,2,11,1,0,0,0,4,1,0,5,190.5,198.12,250,37,1,0,0
Gegard Mousasi,0,2,0,36.66666667,0.46166666700000003,0.333333333,0.666666667,0.166666667,2,2,16,0,0,0,2,1,1,0,4,187.96,193.04,185,30,1,0,0
Kyoji Horiguchi,1,0,0,40.2,0.5,0.0,1.0,0.406,4,1,14,1,0,0,2,2,0,0,4,165.1,167.64,125,24,1,0,0
Takeya Mizugaki,2,0,0,47.81818182,0.37,0.090909091,1.454545455,0.38818181799999996,5,4,30,0,0,3,3,1,0,0,7,170.18,172.72,135,31,1,0,0
Katsunori Kikuno,1,0,0,19.5,0.4075,0.25,1.0,0.4375,1,2,7,0,0,0,1,0,1,0,2,172.72,167.64,145,33,1,0,0
Keita Nakamura,3,0,0,35.0,0.33666666700000003,0.333333333,2.0,0.666666667,0,3,9,0,0,0,0,0,0,0,0,180.34,185.42,170,31,0,1,0
Nick Hein,0,1,0,43.0,0.39333333299999995,0.0,1.0,0.22,1,1,9,0,0,0,2,0,0,0,2,167.64,167.64,155,31,0,1,0
Naoyuki Kotani,4,0,0,8.5,0.2775,0.75,0.5,0.375,0,4,9,0,0,0,0,0,0,0,0,172.72,167.64,155,33,0,1,0
Shinsho Anzai,1,0,0,31.0,0.67,0.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,170.18,177.8,170,29,1,0,0
Demetrious Johnson,0,8,0,65.25,0.528333333,0.5,4.583333333,0.46083333299999996,8,2,45,8,0,1,5,1,3,0,10,160.02,167.64,125,29,1,0,0
Andrei Arlovski,0,6,0,21.58823529,0.443529412,0.294117647,0.117647059,0.117647059,6,4,31,5,0,1,1,9,2,0,13,190.5,195.58,240,36,1,0,0
Anthony Johnson,1,0,0,21.26666667,0.47866666700000005,0.333333333,1.066666667,0.258666667,3,5,27,1,0,0,2,8,0,0,10,187.96,198.12,205,31,1,0,0
Jan Blachowicz,1,0,0,28.5,0.53,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,187.96,198.12,205,32,1,0,0
Paige VanZant,0,2,0,64.0,0.64,1.5,2.5,0.45,2,0,6,0,0,0,1,1,0,0,2,162.56,165.1,115,21,1,0,0
Ross Pearson,1,0,0,40.0625,0.4275,0.0,0.625,0.3125,3,7,39,1,0,0,4,4,0,1,9,172.72,175.26,155,30,1,0,0
Francisco Rivera,0,1,0,35.125,0.44625,0.5,0.625,0.21875,2,4,17,0,0,0,1,3,0,0,4,172.72,172.72,135,33,1,0,0
Jessica Andrade,0,1,0,59.5,0.566666667,0.5,1.5,0.6033333329999999,3,2,13,0,0,1,2,0,1,0,4,154.94,157.48,115,23,1,0,0
Clay Collard,1,0,0,54.66666667,0.283333333,0.666666667,3.333333333,0.41333333299999997,1,2,9,0,0,0,1,0,0,0,1,180.34,185.42,145,22,1,0,0
Joe Riggs,3,0,0,13.0,0.455,0.2,1.1,0.603,1,6,16,0,0,0,1,1,1,1,4,182.88,177.8,185,32,0,1,0
Joaquim Silva,0,0,0,30.686238297754766,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,155,26,1,0,0
Max Holloway,0,6,0,65.91666667,0.40333333299999996,0.41666666700000005,0.083333333,0.083333333,6,3,30,0,0,1,2,4,2,0,9,180.34,175.26,155,23,1,0,0
Neil Magny,1,0,0,41.45454545,0.42272727299999996,0.090909091,2.090909091,0.480909091,7,3,28,0,0,0,4,3,1,0,8,190.5,203.2,170,28,1,0,0
Patrick Cote,0,1,0,27.64705882,0.437647059,0.176470588,0.588235294,0.156470588,4,9,42,2,0,1,4,2,0,0,8,180.34,180.34,170,35,1,0,0
Chad Laprise,0,3,0,63.33333333,0.433333333,0.0,1.333333333,0.19,3,0,9,1,0,1,2,0,0,0,3,177.8,180.34,170,29,1,0,0
Olivier Aubin-Mercier,0,2,0,41.66666667,0.526666667,0.666666667,2.333333333,0.273333333,2,1,8,1,0,0,0,0,2,0,2,175.26,177.8,155,26,0,1,0
