B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Orthodox,B_Southpaw,B_Switch
Ulysses Gomez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,167.64,125,29,1,0,0
Renan Barao,0,3,0,62.33333333,0.41,0.333333333,2.0,0.283333333,3,0,7,0,0,0,2,0,1,0,3,167.64,177.8,135,25,1,0,0
Tim Boetsch,0,3,0,30.44444444,0.505555556,0.5555555560000001,1.6666666669999999,0.24,3,3,21,0,0,0,3,3,0,0,6,182.88,187.96,185,31,1,0,0
Shawn Jordan,0,1,0,64.0,0.56,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,182.88,190.5,260,27,0,1,0
James Head,0,1,0,25.5,0.505,0.5,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,185.42,185.42,170,28,1,0,0
Nick Ring,1,0,0,42.66666667,0.42,0.333333333,1.6666666669999999,0.333333333,2,1,9,0,0,0,1,0,1,0,2,182.88,187.96,185,33,0,1,0
Ryan Jimmo,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,205,30,1,0,0
Mitch Gagnon,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,165.1,135,27,0,1,0
Daniel Pineda,1,0,0,20.33333333,0.6,1.0,0.666666667,0.443333333,2,1,5,0,0,0,0,0,2,0,2,170.18,175.26,145,26,1,0,0
Anton Kuivanen,1,0,0,38.0,0.33,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,182.88,155,28,1,0,0
Chris Weidman,0,4,0,28.25,0.4175,0.5,2.75,0.82,4,0,8,0,0,0,2,0,2,0,4,187.96,198.12,185,28,1,0,0
Joey Beltran,2,0,0,55.42857143,0.397142857,0.0,0.428571429,0.154285714,2,4,18,0,0,0,1,2,0,0,3,185.42,190.5,185,30,1,0,0
Kenny Robertson,1,0,0,12.0,0.33,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,177.8,187.96,170,28,1,0,0
Francis Carmont,0,2,0,39.5,0.805,0.5,2.5,0.75,2,0,5,0,0,0,1,0,1,0,2,190.5,198.12,205,30,1,0,0
Vaughan Lee,0,1,0,21.5,0.485,2.0,2.0,0.22,1,1,4,0,0,0,0,0,1,0,1,167.64,167.64,125,29,1,0,0
Anthony Njokuani,0,1,0,76.25,0.46,0.25,0.75,0.415,1,2,12,0,0,0,2,0,0,0,2,185.42,190.5,155,32,1,0,0
Alex Caceres,1,0,0,43.0,0.4975,2.0,0.25,0.25,1,3,9,0,0,0,1,0,0,0,1,177.8,185.42,145,24,0,1,0
Josh Ferguson,1,0,0,34.0,0.58,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,165.1,167.64,125,24,1,0,0
Andrew Craig,0,1,0,36.0,0.45,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,185.42,193.04,170,26,1,0,0
Dan Stittgen,1,0,0,8.0,0.36,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,185.42,180.0,170,31,1,0,0
Issei Tamura,0,1,0,15.0,0.62,0.0,1.0,0.5,1,0,2,0,0,0,0,1,0,0,1,165.1,160.02,135,28,1,0,0
Chael Sonnen,0,2,0,37.4,0.484,0.2,3.4,0.523,3,4,27,1,0,0,5,0,1,0,6,185.42,187.96,205,35,0,1,0
Tito Ortiz,2,0,0,25.30769231,0.517692308,0.307692308,2.115384615,0.522692308,6,11,62,10,0,2,3,7,2,1,15,190.5,187.96,205,37,1,0,0
Patrick Cote,3,0,0,20.54545455,0.428181818,0.181818182,0.363636364,0.166363636,4,7,26,2,0,1,1,2,0,0,4,180.34,180.34,170,32,1,0,0
Demian Maia,1,0,0,21.15384615,0.448461538,1.0,1.9230769230000002,0.337692308,5,4,32,1,0,0,4,0,5,0,9,185.42,182.88,170,34,0,1,0
Cody McKenzie,0,1,0,8.0,0.175,1.25,0.75,0.305,1,2,6,0,0,0,0,0,2,0,2,182.88,182.88,155,24,0,0,1
Mike Easton,0,2,0,58.0,0.455,0.0,0.5,0.165,2,0,5,0,1,0,0,1,0,0,2,167.64,177.8,135,28,0,1,0
Fabricio Camoes,0,1,0,12.0,0.493333333,1.6666666669999999,2.333333333,0.483333333,1,2,6,0,0,0,0,0,1,0,1,177.8,185.42,155,33,1,0,0
Khabib Nurmagomedov,0,1,0,35.0,0.45,1.0,3.0,0.33,1,0,3,0,0,0,0,0,1,0,1,177.8,177.8,155,23,1,0,0
Riki Fukuda,0,1,0,76.0,0.425,0.0,4.5,0.58,1,1,6,0,0,0,1,0,0,0,1,182.88,185.42,185,31,0,1,0
Shane Roller,3,0,0,23.25,0.2675,0.5,0.5,0.1025,1,3,9,0,0,0,0,1,0,0,1,177.8,182.88,155,32,1,0,0
Yoislandy Izquierdo,1,0,0,36.0,0.56,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,180.34,184.0,155,28,0,1,0
Rich Franklin,1,0,0,40.11111111,0.459444444,0.111111111,0.7222222220000001,0.258888889,7,5,40,5,0,0,3,8,1,1,13,185.42,190.5,185,37,0,1,0
Sergio Moraes,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,170,29,1,0,0
Rony Jason,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,145,28,1,0,0
Mike Russow,0,4,0,17.5,0.4775,0.5,4.25,0.455,4,0,11,0,0,0,2,1,0,1,4,185.42,185.42,255,35,1,0,0
Hacran Dias,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.26,155,28,1,0,0
Rodrigo Damm,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,155,32,1,0,0
Francisco Trinaldo,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,33,0,1,0
Hugo Viana,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,170.18,135,29,1,0,0
Leonardo Mafra,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,23,1,0,0
Wagner Campos,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,167.64,168.0,145,30,0,1,0
Clay Guida,1,0,0,27.06666667,0.35466666700000005,0.8666666670000001,3.2,0.421333333,4,6,39,0,0,2,2,1,4,0,9,170.18,177.8,155,30,1,0,0
Spencer Fisher,2,0,0,35.75,0.459375,0.625,0.5625,0.175,3,7,39,0,0,0,4,2,2,1,9,170.18,177.8,155,36,0,1,0
TJ Waldburger,0,2,0,11.75,0.6325,2.5,2.5,0.65,2,1,6,0,0,0,1,0,2,0,3,180.34,190.5,170,24,1,0,0
Cub Swanson,0,1,0,30.0,0.52,0.5,1.5,1.0,1,1,4,0,0,0,0,1,0,0,1,172.72,177.8,145,28,1,0,0
Ricardo Lamas,0,2,0,12.5,0.4,0.5,1.5,0.415,2,0,3,0,0,0,0,1,1,0,2,172.72,180.34,145,30,1,0,0
CJ Keith,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.0,155,25,1,0,0
Brock Jardine,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,26,1,0,0
Joey Gambino,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,178.0,145,23,1,0,0
Chris Camozzi,0,1,0,41.2,0.496,0.6,0.0,0.0,2,2,13,0,0,1,1,0,1,0,3,187.96,193.04,185,25,1,0,0
Luis Ramos,1,0,0,4.0,0.57,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,172.72,183.0,170,31,1,0,0
Ricardo Funch,3,0,0,7.666666667,0.62,0.0,0.333333333,0.053333333,0,3,6,0,0,0,0,0,0,0,0,177.8,193.04,170,31,0,1,0
Dustin Pague,0,1,0,4.5,0.48,0.5,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,175.26,187.96,135,24,1,0,0
Ian McCall,1,0,0,61.0,0.42,0.0,4.0,0.44,0,1,3,0,0,0,0,0,0,0,0,165.1,162.56,125,28,1,0,0
Charlie Brenneman,0,1,0,17.33333333,0.578333333,0.0,3.0,0.40833333299999997,2,2,15,0,0,0,4,0,0,0,4,177.8,182.88,155,31,1,0,0
Josh Neer,0,2,0,32.58333333,0.384166667,1.083333333,0.833333333,0.2425,2,6,28,0,0,0,2,0,3,1,6,180.34,182.88,170,29,1,0,0
Scott Jorgensen,1,0,0,43.33333333,0.42666666700000005,0.0,2.0,0.666666667,2,1,7,0,0,0,1,1,0,0,2,165.1,167.64,135,29,1,0,0
Carlos Eduardo Rocha,1,0,0,11.5,0.385,1.5,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,177.8,177.8,170,30,1,0,0
Lance Benoist,0,1,0,39.0,0.59,0.0,1.0,0.33,1,0,3,0,0,0,1,0,0,0,1,180.34,185.42,170,23,0,1,0
Matt Grice,3,0,0,21.8,0.516,0.2,0.8,0.4,1,4,7,0,0,1,0,0,0,0,1,172.72,177.8,145,30,1,0,0
Jared Papazian,1,0,0,68.0,0.4,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,170.18,135,24,0,1,0
Justin Salas,0,1,0,50.0,0.45,0.0,4.0,0.26,1,0,3,0,0,0,1,0,0,0,1,172.72,177.8,155,30,0,1,0
Caio Magalhaes,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,185,24,1,0,0
Bernardo Magalhaes,1,0,0,28.0,0.41,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,175.26,165.1,155,31,1,0,0
Sean Pierson,2,0,0,49.0,0.303333333,0.333333333,0.333333333,0.11,1,2,7,0,0,0,1,0,0,0,1,182.88,193.04,170,36,0,1,0
Martin Kampmann,0,2,0,31.85714286,0.43785714299999995,1.5,0.9285714290000001,0.342857143,4,4,29,0,0,2,2,1,5,0,10,182.88,182.88,170,30,1,0,0
Al Iaquinta,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,25,1,0,0
Charles Oliveira,0,1,0,15.0,0.518333333,1.333333333,0.666666667,0.286666667,2,3,9,0,0,0,0,0,3,0,3,177.8,187.96,155,22,1,0,0
Pat Schilling,1,0,0,4.0,0.57,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,172.72,175.26,145,23,1,0,0
John Cofer,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,185.42,155,28,0,1,0
Chris Tickle,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,178.0,155,30,1,0,0
Chris Saunders,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,175.0,155,26,1,0,0
Sam Sicilia,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,145,26,1,0,0
Jeremy Larsen,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,145,28,1,0,0
Erik Perez,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,172.72,135,22,1,0,0
Frank Mir,0,3,0,12.36842105,0.518947368,1.052631579,1.0,0.343157895,4,5,28,4,0,0,2,3,8,0,14,190.5,200.66,264,33,0,1,0
Antonio Silva,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,203.2,264,32,1,0,0
Dave Herman,1,0,0,53.0,0.625,0.0,0.5,0.5,1,1,4,0,0,0,0,1,0,0,1,193.04,193.04,242,27,1,0,0
Shane del Rosario,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,200.66,250,28,0,1,0
Lavar Johnson,0,2,0,52.0,0.62,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,193.04,208.28,240,34,1,0,0
Darren Elkins,0,2,0,26.25,0.205,0.75,1.0,0.4775,2,1,8,0,0,0,2,1,0,0,3,177.8,180.34,145,28,1,0,0
Jamie Varner,0,1,0,12.5,0.345,1.0,5.0,0.8,1,1,4,0,0,0,0,0,1,0,1,172.72,182.88,155,27,1,0,0
CB Dollaway,2,0,0,11.0,0.433333333,0.8888888890000001,1.888888889,0.525555556,3,4,14,1,0,0,2,1,2,0,5,187.96,193.04,185,28,1,0,0
Duane Ludwig,1,0,0,41.14285714,0.46285714299999997,0.0,0.14285714300000002,0.071428571,2,3,13,0,0,1,2,1,0,0,4,177.8,177.8,170,33,1,0,0
Paul Sass,0,2,0,2.0,0.31,3.5,0.0,0.0,2,0,2,0,0,0,0,0,2,0,2,182.88,185.42,155,23,1,0,0
Glover Teixeira,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,187.96,193.04,205,32,1,0,0
Daniel Pineda,0,2,0,16.5,0.725,1.5,0.5,0.5,2,0,2,0,0,0,0,0,2,0,2,170.18,175.26,145,26,1,0,0
Dustin Poirier,0,4,0,45.5,0.46,1.0,1.75,0.47,4,0,9,0,0,0,2,0,2,0,4,175.26,182.88,155,23,0,1,0
Jorge Lopez,1,0,0,42.0,0.66,0.0,3.0,1.0,0,1,3,0,0,0,0,0,0,0,0,177.8,183.0,170,23,1,0,0
Jeremy Stephens,1,0,0,31.69230769,0.454615385,0.615384615,1.384615385,0.40153846200000004,2,6,34,0,0,1,2,3,0,1,7,172.72,180.34,145,25,1,0,0
Jeff Hougland,0,1,0,61.0,0.52,4.0,1.0,0.2,1,0,3,0,0,0,1,0,0,0,1,170.18,172.72,135,33,1,0,0
Fabio Maldonado,1,0,0,83.5,0.63,2.0,1.0,0.5,1,1,6,0,0,0,0,1,0,0,1,185.42,190.5,205,32,1,0,0
Tom Lawlor,1,0,0,26.5,0.40166666700000003,1.0,2.166666667,0.225,2,3,13,0,0,0,2,0,1,0,3,182.88,187.96,205,29,0,1,0
Dongi Yang,1,0,0,52.66666667,0.563333333,0.666666667,1.6666666669999999,0.7,1,2,8,0,0,0,0,1,0,0,1,177.8,180.34,185,27,0,1,0
Marcus LeVesseur,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,177.8,155,29,0,1,0
Carlo Prater,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,180.34,182.88,155,30,0,0,1
Kamal Shalorus,2,0,0,19.5,0.245,0.0,0.5,0.165,0,2,6,0,0,0,0,0,0,0,0,172.72,172.72,155,39,1,0,0
Johnny Eduardo,1,0,0,28.0,0.32,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,170.18,180.34,135,33,1,0,0
Francisco Rivera,1,0,0,22.0,0.57,3.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,172.72,135,30,1,0,0
Jim Miller,0,1,0,24.0,0.3275,2.25,1.5833333330000001,0.430833333,7,2,29,0,0,0,4,2,4,0,10,172.72,180.34,155,28,0,1,0
Johny Hendricks,0,3,0,28.0,0.635,0.625,2.75,0.265,4,1,17,0,1,1,1,4,0,0,7,175.26,175.26,185,28,0,1,0
Alan Belcher,0,3,0,26.41666667,0.41666666700000005,0.41666666700000005,0.333333333,0.22,3,4,24,0,0,1,0,3,3,1,8,187.96,185.42,185,28,1,0,0
Lavar Johnson,0,1,0,65.0,0.7,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,193.04,208.28,240,34,1,0,0
Michael Johnson,0,1,0,32.25,0.4025,0.0,0.5,0.5,1,2,8,1,0,0,1,1,0,0,2,177.8,185.42,145,25,0,1,0
Tim Elliott,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,167.64,135,25,0,1,0
Pascal Krauss,0,1,0,50.0,0.51,2.0,3.0,0.75,1,0,3,0,0,0,1,0,0,0,1,185.42,182.88,170,25,1,0,0
John Lineker,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,160.02,170.18,135,21,1,0,0
John Cholish,0,1,0,55.0,0.68,0.0,1.0,0.16,1,0,2,0,0,0,0,1,0,0,1,180.34,182.88,155,28,1,0,0
Pablo Garza,1,0,0,14.33333333,0.456666667,0.666666667,0.0,0.0,2,1,4,0,0,0,0,1,1,0,2,185.42,185.42,145,28,1,0,0
Nick Denis,0,1,0,11.0,0.47,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,170.18,178.0,135,28,1,0,0
Karlos Vemola,1,0,0,14.0,0.376666667,0.666666667,0.666666667,0.333333333,1,2,7,0,0,0,0,1,0,0,1,182.88,190.5,185,26,1,0,0
Rashad Evans,0,4,0,27.5,0.381428571,0.0,3.428571429,0.46285714299999997,5,2,39,3,1,3,3,5,0,0,12,182.88,190.5,205,32,1,0,0
Che Mills,0,1,0,11.0,0.68,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,185.42,193.04,170,29,1,0,0
Ben Rothwell,1,0,0,22.0,0.376666667,0.666666667,2.333333333,0.283333333,1,2,8,0,0,0,1,0,0,0,1,193.04,198.12,265,30,1,0,0
Michael McDonald,0,3,0,31.66666667,0.48,1.0,2.0,0.5,3,0,7,0,0,1,1,1,0,0,3,175.26,177.8,135,21,1,0,0
Eddie Yagin,1,0,0,10.0,0.38,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,170.18,175.0,145,33,1,0,0
John Alessio,3,0,0,10.33333333,0.313333333,1.0,0.666666667,0.066666667,0,3,8,1,0,0,0,0,0,0,0,177.8,182.88,155,32,1,0,0
Chad Griggs,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,205,33,1,0,0
Stephen Thompson,0,1,0,22.0,0.57,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,182.88,190.5,170,29,1,0,0
Anthony Njokuani,1,0,0,77.33333333,0.45333333299999995,0.333333333,1.0,0.553333333,1,2,9,0,0,0,1,0,0,0,1,185.42,190.5,155,32,1,0,0
Efrain Escudero,2,0,0,24.5,0.358333333,1.0,1.333333333,0.311666667,2,3,16,1,0,0,2,1,0,0,3,175.26,177.8,155,26,1,0,0
Chris Clements,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,170,36,1,0,0
Maximo Blanco,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,180.34,145,28,1,0,0
Thiago Silva,2,0,0,22.375,0.5725,0.375,0.625,0.3125,4,3,13,0,0,0,0,5,0,0,5,187.96,187.96,205,29,1,0,0
Alessio Sakara,1,0,0,20.66666667,0.4475,0.0,0.833333333,0.125,3,6,19,0,0,1,1,4,0,0,6,182.88,182.88,185,30,1,0,0
Siyar Bahadurzada,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,170,27,1,0,0
Diego Nunes,0,1,0,46.0,0.443333333,0.0,0.666666667,0.333333333,1,1,9,0,0,1,1,0,0,0,2,167.64,170.18,145,29,1,0,0
John Maguire,0,1,0,27.0,0.71,2.0,6.0,0.66,1,0,3,0,0,0,1,0,0,0,1,175.26,175.26,155,28,0,1,0
Damacio Page,1,0,0,17.0,0.34,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,167.64,167.64,135,29,1,0,0
James Head,1,0,0,30.0,0.53,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,185.42,185.42,170,28,1,0,0
Tom DeBlass,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,185,29,1,0,0
Magnus Cedenblad,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,195.58,200.66,185,30,1,0,0
Yoislandy Izquierdo,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,184.0,155,28,0,1,0
Besam Yousef,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,170,27,1,0,0
Eric Wisely,1,0,0,2.0,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,172.72,178.0,145,27,0,1,0
Martin Kampmann,0,1,0,30.69230769,0.441538462,1.5384615380000002,0.923076923,0.35846153799999997,4,4,26,0,0,2,2,1,4,0,9,182.88,182.88,170,29,1,0,0
Yasuhiro Urushitani,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.0,125,35,0,1,0
Costas Philippou,0,2,0,26.33333333,0.5,0.666666667,1.0,0.553333333,2,1,7,0,0,1,0,1,0,0,2,180.34,185.42,185,32,1,0,0
Aaron Rosa,0,1,0,66.0,0.495,0.0,0.0,0.0,1,1,6,0,1,0,0,0,0,0,1,193.04,198.12,205,28,1,0,0
Nick Penner,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,193.04,195.58,205,31,0,1,0
Steven Siler,0,1,0,72.0,0.54,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,180.34,177.8,145,25,1,0,0
Andrew Craig,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,193.04,170,26,1,0,0
Jake Hecht,0,1,0,33.0,0.7,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,182.88,193.04,170,28,1,0,0
Daniel Pineda,0,1,0,19.0,0.79,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,170.18,175.26,145,26,1,0,0
Shawn Jordan,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,260,27,0,1,0
Benson Henderson,0,3,0,53.66666667,0.456666667,0.666666667,4.0,0.676666667,3,0,9,0,0,0,3,0,0,0,3,175.26,177.8,170,28,0,1,0
Ryan Bader,0,1,0,22.125,0.35375,0.25,2.0,0.2625,5,2,17,1,0,0,3,3,0,0,6,187.96,187.96,205,28,1,0,0
Cheick Kongo,0,2,0,35.13333333,0.579333333,0.2,1.6,0.48266666700000005,3,5,32,0,1,0,2,6,0,1,10,193.04,208.28,240,36,1,0,0
Jake Shields,2,0,0,34.66666667,0.26666666699999997,0.0,1.333333333,0.08666666699999999,1,2,9,1,0,1,0,0,0,0,1,182.88,182.88,170,33,1,0,0
Tim Boetsch,0,2,0,29.0,0.5125,0.5,1.875,0.27,2,3,18,0,0,0,3,2,0,0,5,182.88,187.96,185,31,1,0,0
Bart Palaszewski,0,1,0,17.0,0.25,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,175.26,177.8,145,28,1,0,0
Joe Lauzon,0,2,0,12.0,0.475454545,1.8181818180000002,1.454545455,0.483636364,3,3,18,0,0,0,0,2,6,0,8,177.8,180.34,155,27,1,0,0
Eiji Mitsuoka,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,173.0,145,36,0,1,0
Vaughan Lee,1,0,0,29.0,0.51,2.0,4.0,0.44,0,1,3,0,0,0,0,0,0,0,0,167.64,167.64,125,29,1,0,0
Steve Cantwell,4,0,0,40.6,0.33799999999999997,0.4,0.4,0.228,1,4,13,0,0,0,0,0,1,0,1,187.96,190.5,185,25,1,0,0
Chris Cariaso,0,1,0,54.33333333,0.49,0.333333333,1.0,0.303333333,1,1,9,0,0,1,1,0,0,0,2,160.02,160.02,125,30,0,1,0
Issei Tamura,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,160.02,135,27,1,0,0
Jake Ellenberger,0,5,0,20.66666667,0.46,0.5,2.333333333,0.676666667,5,1,13,0,0,1,0,3,0,1,5,175.26,180.34,170,26,1,0,0
Dave Herman,0,1,0,55.0,0.57,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,193.04,193.04,242,27,1,0,0
Ronny Markes,0,1,0,40.0,0.76,0.0,6.0,1.0,1,0,3,0,0,0,1,0,0,0,1,185.42,190.5,185,23,1,0,0
Philip De Fries,0,1,0,14.0,0.6,0.0,3.0,0.6,1,0,3,0,0,0,1,0,0,0,1,195.58,208.28,250,25,1,0,0
Walel Watson,1,0,0,28.0,0.3,1.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,180.34,175.26,135,27,1,0,0
John Albert,0,1,0,21.0,0.61,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,172.72,172.72,135,25,1,0,0
Vagner Rocha,0,1,0,32.0,0.4,2.0,1.5,0.57,1,1,5,0,0,0,0,0,1,0,1,177.8,185.42,155,29,1,0,0
Justin Salas,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,155,29,0,1,0
Bernardo Magalhaes,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,175.26,165.1,155,30,1,0,0
Carlos Condit,0,4,0,33.6,0.40399999999999997,1.2,0.8,0.25,4,1,11,0,0,1,0,3,0,0,4,187.96,190.5,170,27,1,0,0
Fabricio Werdum,1,0,0,22.5,0.5525,0.0,0.5,0.125,2,2,7,0,0,0,0,2,0,0,2,193.04,195.58,231,34,1,0,0
Mike Pierce,0,1,0,40.28571429,0.481428571,0.428571429,2.857142857,0.435714286,3,2,20,0,0,1,2,1,1,0,5,172.72,177.8,170,31,1,0,0
Scott Jorgensen,0,2,0,28.5,0.465,0.0,3.0,1.0,2,0,4,0,0,0,1,1,0,0,2,165.1,167.64,135,29,1,0,0
Clifford Starks,0,1,0,26.0,0.31,0.0,3.0,1.0,1,0,3,0,0,0,1,0,0,0,1,182.88,195.58,185,30,1,0,0
Max Holloway,0,0,0,29.93808240964097,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,175.26,155,20,1,0,0
Edwin Figueroa,0,1,0,34.0,0.515,0.5,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,170.18,175.26,135,27,1,0,0
Chris Cope,1,0,0,33.5,0.185,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,182.88,182.88,170,28,1,0,0
