B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age,B_Orthodox,B_Southpaw,B_Switch
Brandon Moreno,0,1,1,3.12,0.34,0.6,2.02,0.43,3,2,20,0,0,1,1,0,2,0,4,170.18,177.8,125,26,1,0,0
Randa Markos,0,1,1,3.01,0.41,0.3,1.38,0.27,1,6,35,0,0,2,3,0,1,0,6,162.56,160.02,115,34,1,0,0
Aleksei Kunchenko,1,0,0,3.62,0.42,0.0,0.33,0.33,2,1,9,0,0,0,2,0,0,0,2,172.72,177.8,170,35,1,0,0
Maryna Moroz,0,1,0,3.25,0.25,0.5,0.33,0.14,2,3,19,0,0,1,2,0,1,0,4,170.18,170.18,125,28,1,0,0
David Dvorak,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,172.72,125,27,1,0,0
Bea Malecki,0,1,0,2.72,0.26,4.3,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,175.26,187.96,135,28,1,0,0
Yoel Romero,2,0,0,3.71,0.49,0.0,1.79,0.31,8,4,40,2,0,1,1,7,0,0,9,182.88,185.42,185,42,0,1,0
Joanna Jedrzejczyk,0,1,0,6.18,0.47,0.1,0.3,0.62,8,3,50,9,0,1,7,2,0,0,10,167.64,165.1,115,32,1,0,0
Drakkar Klose,0,3,0,3.98,0.52,0.0,1.67,0.3,3,1,18,0,0,1,4,0,0,0,5,175.26,177.8,155,31,1,0,0
Li Jingliang,0,3,0,4.9,0.43,0.0,1.24,0.36,4,3,29,0,0,1,2,6,0,0,9,182.88,180.34,170,31,1,0,0
Max Griffin,1,0,0,4.22,0.49,0.6,1.89,0.54,1,5,22,0,1,0,1,1,0,0,3,180.34,193.04,170,34,1,0,0
Jose Quinonez,0,1,0,3.49,0.47,0.7,2.64,0.45,4,2,18,0,0,0,4,0,1,0,5,172.72,175.26,135,29,1,0,0
Austin Hubbard,0,1,0,3.17,0.41,0.0,1.5,0.6,1,1,6,0,0,0,1,0,0,0,1,177.8,180.34,155,28,1,0,0
Saparbeg Safarov,0,1,0,4.29,0.48,0.0,2.8,0.41,1,2,6,0,0,0,1,0,0,0,1,185.42,198.12,205,33,1,0,0
Deron Winn,1,0,0,6.6,0.47,0.0,3.0,0.33,1,1,6,0,0,0,1,0,0,0,1,167.64,177.8,185,30,1,0,0
Giga Chikadze,0,1,0,3.33,0.52,0.0,0.51,0.33,1,0,3,0,0,1,0,0,0,0,1,182.88,187.96,145,31,1,0,0
Guido Cannetti,1,0,0,2.8,0.52,0.3,2.8,0.5,1,3,11,0,0,0,2,0,0,0,2,167.64,172.72,135,40,0,1,0
Deiveson Figueiredo,0,2,0,2.44,0.52,2.4,1.78,0.47,4,1,16,0,0,1,1,3,1,0,6,165.1,172.72,125,32,1,0,0
Zarah Fairn,1,0,0,0.51,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,172.72,182.88,145,33,1,0,0
Magomed Ankalaev,0,3,0,3.32,0.56,0.0,0.69,0.33,3,1,10,0,0,0,1,2,0,0,3,190.5,190.5,205,27,1,0,0
Norma Dumont,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,135,29,1,0,0
Darrick Minner,0,0,0,6.85,0.54,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,177.8,145,29,1,0,0
Kyler Phillips,0,0,0,18.26,0.56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,179.0,135,24,1,0,0
Tom Breese,0,1,0,3.85,0.49,0.3,0.0,0.0,3,1,9,0,0,0,1,3,0,0,4,190.5,185.42,185,28,0,1,0
Steve Garcia,0,0,0,8.89,0.55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,155,27,0,1,0
Serghei Spivac,0,1,0,2.65,0.53,1.6,9.93,0.75,1,1,3,0,0,0,0,0,1,0,1,190.5,198.12,260,35,1,0,0
TJ Brown,0,0,0,3.31,0.47,1.2,5.78,0.71,0,0,0,0,0,0,0,0,0,0,0,175.26,182.88,145,29,0,0,1
Spike Carlyle,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,180.34,145,26,0,0,1
Ismail Naurdiev,0,1,0,3.4,0.56,0.3,1.67,0.83,1,1,9,0,0,0,2,0,0,0,2,177.8,187.96,170,23,1,0,0
Dan Hooker,0,2,0,4.73,0.44,0.4,0.4,0.33,4,4,29,0,0,0,1,6,2,0,9,182.88,190.5,155,30,0,0,1
Michal Oleksiejczuk,1,0,0,5.39,0.56,0.0,1.2,0.66,2,1,7,0,0,0,0,2,0,0,2,182.88,187.96,205,25,0,1,0
Yan Xiaonan,0,4,0,6.85,0.4,0.0,0.25,0.25,4,0,12,0,0,0,4,0,0,0,4,165.1,160.02,115,30,1,0,0
Marcos Rogerio De Lima,1,0,0,3.55,0.54,0.8,0.78,0.6,2,5,16,0,0,1,1,3,1,0,5,185.42,190.5,253,34,1,0,0
Magomed Mustafaev,0,1,0,3.11,0.57,0.7,0.0,0.0,2,1,7,0,0,0,0,3,0,0,3,172.72,180.34,155,31,1,0,0
Zubaira Tukhugov,0,0,1,2.28,0.35,0.0,3.03,0.56,3,1,13,0,0,1,1,1,0,0,3,172.72,172.72,145,29,1,0,0
Joshua Culibao,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,25,1,0,0
Emil Meek,2,0,0,2.24,0.38,1.3,0.33,0.5,1,2,9,0,0,0,1,0,0,0,1,180.34,187.96,170,31,0,0,1
Song Kenan,0,1,0,4.13,0.45,0.0,0.0,0.0,2,1,9,0,0,0,1,2,0,0,3,182.88,180.34,170,29,1,0,0
Tyson Nam,1,0,0,2.67,0.23,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,170.18,172.72,125,36,1,0,0
Angela Hill,0,2,0,5.97,0.5,0.1,0.46,0.41,2,7,34,0,0,0,4,2,0,0,6,160.02,162.56,115,35,1,0,0
Shana Dobson,2,0,0,3.56,0.33,0.0,0.4,0.25,0,2,8,0,0,0,0,1,0,0,1,167.64,175.26,125,30,1,0,0
Junior Dos Santos,0,3,0,4.66,0.48,0.1,0.33,0.55,9,4,51,5,0,0,5,10,0,0,15,193.04,195.58,238,35,1,0,0
Joseph Benavidez,0,2,0,3.46,0.33,0.6,1.53,0.31,6,5,63,2,0,1,10,5,4,0,20,162.56,165.1,125,34,0,1,0
Rocco Martin,0,4,0,2.7,0.36,1.1,0.68,0.25,4,4,32,0,0,0,4,1,3,0,8,182.88,185.42,170,29,1,0,0
Vinc Pichel,1,0,0,3.29,0.45,0.4,4.0,0.6,4,2,13,0,0,0,3,1,0,0,4,177.8,182.88,155,36,1,0,0
Marco Polo Reyes,1,0,0,6.0,0.37,0.0,0.0,0.0,3,2,11,0,0,1,0,3,0,0,4,180.34,180.34,155,34,1,0,0
Paul Craig,0,1,0,2.33,0.48,1.5,1.65,0.21,1,3,13,0,0,0,0,0,3,0,3,190.5,193.04,205,31,1,0,0
Journey Newson,0,0,0,2.81,0.33,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,170.18,135,30,1,0,0
Vinicius Moreira,1,0,0,2.79,0.6,1.7,2.61,0.18,0,1,1,0,0,0,0,0,0,0,0,193.04,193.04,205,30,1,0,0
Dan Moret,2,0,0,2.67,0.43,0.4,1.25,0.27,0,2,5,0,0,0,0,0,0,0,0,182.88,185.42,155,32,0,1,0
Dequan Townsend,0,0,0,1.15,0.35,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,200.66,205,33,1,0,0
Amanda Ribas,0,0,0,4.29,0.38,1.4,2.71,0.57,0,0,0,0,0,0,0,0,0,0,0,160.02,167.64,115,25,1,0,0
Junior Albini,3,0,0,3.98,0.51,0.0,1.54,0.37,1,3,7,0,0,0,0,1,0,0,1,190.5,187.96,264,28,1,0,0
Chan Sung Jung,1,0,0,4.58,0.41,0.6,0.78,0.41,3,4,22,1,0,0,0,2,2,0,4,170.18,182.88,145,32,1,0,0
Randy Brown,1,0,0,3.41,0.47,0.6,0.95,0.46,2,3,18,0,0,0,2,1,1,0,4,190.5,198.12,170,28,1,0,0
Anderson Dos Santos,1,0,0,2.7,0.26,0.5,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,165.1,177.8,135,33,1,0,0
Montana De La Rosa,0,3,0,2.3,0.33,1.9,2.22,0.33,3,0,6,0,0,0,0,0,3,0,3,170.18,172.72,125,24,1,0,0
Alessio Di Chirico,0,2,0,3.2,0.42,0.0,1.95,0.5,2,2,12,0,0,2,0,1,0,0,3,182.88,187.96,185,29,1,0,0
Kevin Aguilar,0,2,0,3.78,0.36,0.0,0.25,0.5,2,0,6,0,0,0,2,0,0,0,2,170.18,185.42,145,30,1,0,0
Syuri Kondo,2,0,0,5.4,0.44,0.3,0.0,0.0,1,2,7,0,0,1,0,0,0,0,1,162.56,167.64,115,30,1,0,0
Luis Pena,0,1,0,3.7,0.45,1.0,1.25,0.31,1,1,7,0,0,0,1,0,1,0,2,190.5,190.5,155,25,0,1,0
Jairzinho Rozenstruik,0,1,0,3.72,0.46,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,193.04,198.12,242,31,1,0,0
Molly McCann,0,1,0,6.49,0.49,0.9,2.59,0.33,1,1,5,0,0,0,1,0,0,0,1,162.56,157.48,125,29,1,0,0
Eric Spicely,3,0,0,3.71,0.45,1.0,1.31,0.2,2,4,9,0,0,0,0,0,2,0,2,185.42,185.42,185,32,1,0,0
Thiago Santos,0,4,0,4.44,0.47,0.1,0.83,0.4,4,5,32,0,0,0,2,11,0,0,13,187.96,193.04,205,35,1,0,0
Holly Holm,0,1,0,2.75,0.35,0.1,0.5,0.27,3,4,34,4,0,1,2,2,0,0,5,172.72,175.26,135,37,0,1,0
Ben Askren,0,1,0,3.64,0.49,0.9,4.33,0.55,1,0,1,0,0,0,0,0,1,0,1,180.34,185.42,170,34,1,0,0
Luke Rockhold,1,0,0,4.18,0.48,1.1,0.67,0.3,9,3,34,3,0,0,2,6,7,0,15,190.5,195.58,205,34,0,1,0
Michael Chiesa,0,1,0,2.07,0.39,1.1,3.84,0.51,3,4,24,0,0,0,2,0,6,0,8,185.42,190.5,170,31,0,1,0
Arnold Allen,0,5,0,3.19,0.41,0.5,1.36,0.52,5,0,15,0,0,1,2,0,2,0,5,172.72,177.8,145,35,0,1,0
Nohelin Hernandez,0,0,0,1.32,0.34,0.0,0.71,0.5,0,0,0,0,0,0,0,0,0,0,0,177.8,180.34,135,25,1,0,0
Randa Markos,0,1,1,3.01,0.41,0.3,1.38,0.27,1,5,29,0,0,1,3,0,1,0,5,162.56,160.02,115,33,1,0,0
Song Yadong,0,3,0,3.54,0.38,0.7,0.97,1.0,3,0,6,0,0,0,1,1,1,0,3,172.72,170.18,135,21,1,0,0
Jack Marshman,0,1,0,2.64,0.28,0.0,0.0,0.0,1,3,14,0,0,1,1,1,0,0,3,182.88,185.42,185,29,1,0,0
Chance Rencountre,0,1,0,1.1,0.2,0.3,1.35,0.26,1,1,4,0,0,0,0,0,1,0,1,187.96,190.5,170,32,0,1,0
Pannie Kianzad,1,0,0,4.03,0.41,0.4,0.4,0.2,0,1,2,0,0,0,0,0,0,0,0,170.18,167.64,135,27,1,0,0
Jan Blachowicz,0,2,0,3.44,0.49,0.3,1.18,0.52,4,5,36,0,0,1,3,2,2,0,8,187.96,198.12,205,36,1,0,0
Michel Pereira,1,0,0,2.26,0.44,0.0,1.79,0.4,1,1,4,0,0,0,0,1,0,0,1,185.42,185.42,170,26,1,0,0
Mara Romero Borella,1,0,0,2.98,0.35,0.3,1.68,0.41,0,1,10,0,0,1,0,0,1,0,2,167.64,175.26,125,33,1,0,0
Kazula Vargas,1,0,0,1.33,0.47,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,172.72,180.34,155,34,0,1,0
Ray Borg,0,1,0,1.26,0.49,1.2,3.66,0.5,3,4,30,1,0,0,4,0,2,0,6,162.56,160.02,135,26,1,0,0
Yancy Medeiros,2,0,0,3.99,0.35,0.6,0.14,0.33,3,6,28,0,0,1,1,3,3,0,8,177.8,190.5,155,32,1,0,0
Daniel Rodriguez,0,0,0,7.2,0.48,0.0,4.0,0.8,0,0,0,0,0,0,0,0,0,0,0,185.42,190.5,170,33,0,1,0
Nathaniel Wood,0,3,0,4.24,0.42,2.0,2.05,0.66,3,0,7,0,0,0,0,0,3,0,3,167.64,175.26,135,26,1,0,0
Scott Holtzman,0,1,0,4.36,0.5,0.2,2.37,0.58,3,3,26,0,0,0,3,2,1,0,6,175.26,175.26,155,36,1,0,0
Dequan Townsend,2,0,0,1.6,0.43,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,190.5,200.66,205,33,1,0,0
Merab Dvalishvili,0,2,0,3.75,0.37,0.0,6.75,0.43,2,2,12,0,0,0,2,0,0,0,2,167.64,172.72,135,29,1,0,0
Shanna Young,0,0,0,3.79,0.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,165.1,135,28,1,0,0
Raulian Paiva,2,0,0,4.59,0.43,0.5,0.46,0.2,0,2,4,0,0,0,0,0,0,0,0,172.72,175.26,125,24,1,0,0
Aspen Ladd,0,3,0,5.22,0.55,1.2,2.45,0.75,3,0,6,0,0,0,1,2,0,0,3,167.64,167.64,135,24,1,0,0
Ricky Simon,0,3,0,2.96,0.4,0.2,6.53,0.49,3,0,9,0,0,0,2,1,0,0,3,167.64,175.26,135,26,1,0,0
Mirsad Bektic,0,2,0,2.59,0.41,0.5,3.32,0.47,4,1,16,0,1,1,1,2,1,0,6,172.72,177.8,145,28,1,0,0
Wellington Turman,0,0,0,2.43,0.42,1.0,3.0,0.37,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,185,22,1,0,0
Cezar Ferreira,1,0,0,1.9,0.42,0.5,2.69,0.53,3,5,31,0,0,2,4,0,3,0,9,185.42,198.12,185,34,0,1,0
Sheymon Moraes,1,0,0,3.0,0.42,0.0,0.0,0.0,2,2,12,0,0,1,1,0,0,0,2,172.72,182.88,145,28,1,0,0
Nicco Montano,0,1,0,5.6,0.41,0.4,2.25,0.54,1,0,5,1,0,0,1,0,0,0,1,165.1,165.1,135,30,0,1,0
Ryan Hall,0,3,0,2.32,0.43,0.9,0.31,0.16,3,0,7,0,0,0,2,0,1,0,3,177.8,177.8,145,34,1,0,0
Jonathan Martinez,0,1,0,3.67,0.47,0.0,0.51,0.28,1,1,6,0,0,0,1,0,0,0,1,172.72,177.8,135,25,0,1,0
Brianna Van Buren,0,0,0,4.8,0.38,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,0,0,152.4,157.48,115,25,0,1,0
Vince Morales,0,1,0,4.84,0.39,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,170.18,177.8,135,28,1,0,0
Leon Edwards,0,7,0,2.53,0.47,0.4,1.39,0.31,7,2,33,0,0,1,5,2,1,0,9,187.96,187.96,170,27,0,1,0
Walt Harris,0,1,0,2.96,0.38,0.2,0.35,0.33,2,6,21,0,0,0,0,5,0,0,5,195.58,195.58,250,36,0,1,0
Juan Adams,1,0,0,7.09,0.55,0.0,0.91,0.66,1,1,6,0,0,0,0,1,0,0,1,195.58,203.2,265,27,1,0,0
Dan Hooker,1,0,0,4.73,0.44,0.4,0.4,0.33,4,4,23,0,0,0,0,5,2,0,7,182.88,190.5,155,29,0,0,1
Francisco Trinaldo,0,1,0,3.09,0.44,0.5,1.08,0.45,7,5,44,0,0,1,6,4,2,0,13,175.26,177.8,155,30,0,1,0
Ben Rothwell,2,0,0,3.34,0.42,0.3,0.66,0.33,6,6,40,0,0,1,2,8,2,0,13,193.04,198.12,265,37,1,0,0
Steven Peterson,1,0,0,4.65,0.35,0.4,2.02,0.28,1,2,9,0,0,1,0,0,0,0,1,177.8,177.8,145,29,1,0,0
Irene Aldana,0,3,0,6.16,0.38,0.1,0.28,0.5,3,2,15,0,0,1,1,0,1,0,3,175.26,172.72,135,31,1,0,0
Klidson Abreu,1,0,0,2.02,0.39,0.0,0.67,0.2,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,205,26,1,0,0
Jennifer Maia,0,1,0,4.05,0.38,0.0,0.25,0.5,1,1,6,0,0,0,1,0,0,0,1,162.56,162.56,125,30,1,0,0
Gabriel Silva,0,0,0,0.53,0.5,0.0,1.0,0.16,0,0,0,0,0,0,0,0,0,0,0,167.64,180.34,135,24,1,0,0
Jin Soo Son,1,0,0,5.1,0.36,0.0,1.5,0.25,0,1,3,0,0,0,0,0,0,0,0,167.64,175.26,135,26,1,0,0
Felipe Colares,1,0,0,1.13,0.42,1.0,2.0,0.25,0,1,3,0,0,0,0,0,0,0,0,172.72,175.26,135,35,1,0,0
Frankie Edgar,0,1,1,3.6,0.4,0.3,2.34,0.31,5,6,83,9,0,0,10,5,2,0,17,167.64,172.72,145,37,1,0,0
Felicia Spencer,0,1,0,3.26,0.51,0.8,0.82,0.1,1,0,1,0,0,0,0,0,1,0,1,167.64,172.72,145,28,1,0,0
Niko Price,0,1,0,3.06,0.34,1.3,1.08,0.23,2,2,12,0,0,0,0,3,2,0,5,182.88,193.04,170,29,1,0,0
Arman Tsarukyan,1,0,0,2.0,0.4,0.0,1.5,0.13,0,1,3,0,0,0,0,0,0,0,0,170.18,182.88,155,22,1,0,0
Krzystof Jotko,0,1,0,2.84,0.44,0.1,1.39,0.4,5,4,29,0,0,1,5,1,0,0,7,185.42,195.58,185,29,0,1,0
Viviane Araujo,0,1,0,4.51,0.47,0.0,2.57,0.58,1,0,3,0,0,0,0,1,0,0,1,162.56,172.72,125,32,1,0,0
Yoshinori Horie,0,0,0,2.76,0.49,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,172.72,177.8,145,24,1,0,0
Seungwoo Choi,1,0,0,3.33,0.42,0.0,0.69,0.5,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,145,26,1,0,0
Deiveson Figueiredo,1,0,0,2.44,0.52,2.4,1.78,0.47,4,1,12,0,0,1,0,3,0,0,4,165.1,172.72,125,31,1,0,0
Sarah Frota,1,0,0,4.52,0.52,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,167.64,175.26,125,32,0,1,0
Kyle Stewart,1,0,0,1.41,0.35,0.0,1.32,0.2,0,1,1,0,0,0,0,0,0,0,0,182.88,193.04,170,30,1,0,0
Robbie Lawler,2,0,0,3.57,0.45,0.0,0.71,0.66,5,12,83,5,0,3,4,12,0,0,19,180.34,187.96,170,37,0,1,0
Clay Guida,0,1,0,2.45,0.33,0.7,3.39,0.38,4,13,83,0,0,3,8,2,1,0,17,170.18,177.8,155,37,1,0,0
Nasrat Haqparast,0,2,0,5.25,0.47,0.0,0.29,0.25,2,1,9,0,0,0,2,0,0,0,2,177.8,182.88,155,23,0,1,0
Gerald Meerschaert,2,0,0,2.73,0.42,1.8,2.56,0.41,2,3,12,0,0,0,0,1,3,0,4,185.42,195.58,185,31,0,1,0
Dong Hyun Ma,1,0,0,2.84,0.41,0.0,1.27,0.53,3,3,14,0,0,1,1,1,0,0,3,180.34,177.8,155,30,1,0,0
Kennedy Nzechukwu,1,0,0,4.57,0.39,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,195.58,210.82,205,27,0,1,0
Salim Touahri,2,0,0,2.6,0.46,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,177.8,182.88,170,29,1,0,0
Lucie Pudilova,2,0,0,4.15,0.36,0.6,0.16,0.12,2,3,15,0,0,0,2,0,0,0,2,172.72,170.18,125,25,1,0,0
Matt Schnell,0,3,0,3.73,0.35,1.6,0.64,0.33,3,2,9,0,0,1,1,0,1,0,3,172.72,177.8,125,29,1,0,0
Mara Romero Borella,0,1,0,2.98,0.35,0.3,1.68,0.41,1,1,7,0,0,1,0,0,1,0,2,167.64,175.26,125,33,1,0,0
Cole Williams,0,0,0,0.77,0.33,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,185.42,170,35,1,0,0
Hannah Goldy,0,0,0,6.53,0.46,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,162.56,154.94,125,27,1,0,0
Dominick Reyes,0,6,0,5.03,0.52,0.4,0.39,0.16,6,0,10,0,0,1,1,3,1,0,6,193.04,195.58,205,30,0,1,0
Katlyn Chookagian,0,2,0,4.35,0.32,0.1,0.0,0.0,3,2,24,0,0,1,5,0,0,0,6,175.26,172.72,125,31,1,0,0
Justin Tafa,1,0,0,2.77,0.66,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,182.88,187.96,264,26,0,1,0
Dan Ige,0,4,0,4.15,0.49,1.0,2.73,0.34,4,1,11,0,0,0,2,1,1,0,4,170.18,180.34,145,28,1,0,0
Ilir Latifi,2,0,0,2.29,0.4,0.5,1.85,0.3,3,5,22,0,0,0,2,3,2,0,7,177.8,185.42,205,36,1,0,0
James Krause,0,6,0,4.65,0.48,0.6,1.06,0.18,6,5,29,0,0,0,3,3,1,0,8,187.96,185.42,170,33,1,0,0
Kalinn Williams,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,182.88,170,25,1,0,0
Andrea Lee,1,0,0,5.02,0.53,0.5,1.75,0.46,3,1,12,0,0,0,3,0,0,0,3,167.64,175.26,125,30,1,0,0
Mario Bautista,0,1,0,7.45,0.49,0.0,0.81,0.33,1,1,4,0,0,0,1,0,0,0,1,175.26,175.26,135,26,0,0,1
Journey Newson,1,0,0,2.53,0.3,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,165.1,170.18,135,30,1,0,0
Jonathan Martinez,0,2,0,3.42,0.48,0.0,0.68,0.5,2,1,9,0,0,0,1,1,0,0,2,172.72,177.8,135,25,0,1,0
Youssef Zalel,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,182.88,145,23,0,0,1
Liz Carmouche,0,2,0,2.78,0.54,0.3,2.57,0.51,2,6,36,0,0,1,4,2,0,0,7,167.64,167.64,125,35,1,0,0
Mike Perry,0,1,0,4.27,0.47,0.0,0.61,0.41,2,4,23,0,0,1,1,4,0,0,6,177.8,180.34,170,27,1,0,0
Humberto Bandenay,2,0,0,2.22,0.41,0.5,2.9,0.46,1,2,5,0,0,0,0,1,0,0,1,180.34,180.34,145,24,0,1,0
Ilir Latifi,1,0,0,2.29,0.4,0.5,1.85,0.3,3,4,20,0,0,0,2,3,2,0,7,177.8,185.42,205,36,1,0,0
Oskar Piechota,1,0,0,3.19,0.55,1.9,0.76,0.5,2,1,6,0,0,0,1,1,0,0,2,182.88,193.04,185,29,0,1,0
Bobby Moffett,1,0,0,3.41,0.39,1.4,2.74,0.66,1,1,5,0,0,0,0,0,1,0,1,177.8,185.42,145,29,1,0,0
Aleksei Kunchenko,0,2,0,3.62,0.42,0.0,0.33,0.33,2,0,6,0,0,0,2,0,0,0,2,172.72,177.8,170,35,1,0,0
Raphael Pessoa Nunes,0,0,0,2.4,0.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,262,30,1,0,0
Marina Rodriguez,0,1,1,5.6,0.5,0.2,0.48,0.33,1,0,6,0,0,0,1,0,0,0,1,167.64,165.1,115,32,1,0,0
Raulian Paiva,1,0,0,4.59,0.43,0.5,0.46,0.2,0,1,3,0,0,0,0,0,0,0,0,172.72,175.26,125,23,1,0,0
Chris Gutierrez,0,1,0,3.65,0.55,0.0,0.38,0.33,1,1,5,0,0,0,1,0,0,0,1,175.26,170.18,135,28,1,0,0
Alex Da Silva,1,0,0,1.08,0.43,0.0,2.59,0.57,0,1,2,0,0,0,0,0,0,0,0,172.72,185.42,155,23,1,0,0
Polyana Viana,2,0,0,3.89,0.41,1.3,1.29,0.37,1,2,7,0,0,0,0,0,1,0,1,165.1,170.18,115,27,1,0,0
Stipe Miocic,1,0,0,4.95,0.52,0.0,2.2,0.37,6,3,35,6,0,0,4,8,0,0,12,193.04,203.2,240,36,1,0,0
Nate Diaz,1,0,0,4.62,0.45,1.4,1.19,0.3,5,10,66,0,0,1,2,4,11,0,18,182.88,193.04,170,34,0,1,0
Paulo Costa,0,4,0,8.43,0.57,0.0,0.0,0.0,4,0,7,0,0,0,0,4,0,0,4,185.42,182.88,185,28,1,0,0
Sodiq Yusuff,0,2,0,6.1,0.49,0.3,0.0,0.0,2,0,4,0,0,0,1,1,0,0,2,175.26,180.34,145,26,1,0,0
Ian Heinisch,0,2,0,3.38,0.5,0.5,1.18,0.19,2,0,6,0,0,0,2,0,0,0,2,180.34,182.88,185,31,1,0,0
Khama Worthy,0,0,0,4.94,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,187.96,155,32,1,0,0
Cory Sandhagen,0,4,0,7.14,0.48,0.6,1.24,0.5,4,0,8,0,0,1,0,2,1,0,4,180.34,177.8,135,27,0,0,1
Drakkar Klose,0,2,0,3.98,0.52,0.0,1.67,0.3,2,1,15,0,0,1,3,0,0,0,4,175.26,177.8,155,31,1,0,0
Casey Kenney,0,1,0,3.48,0.41,0.8,1.75,0.5,1,0,3,0,0,0,1,0,0,0,1,170.18,172.72,135,28,0,1,0
Jodie Esquibel,3,0,0,4.1,0.31,0.0,0.75,0.21,0,3,9,0,0,0,0,0,0,0,0,154.94,162.56,115,33,1,0,0
Brandon Davis,0,1,0,4.65,0.35,0.1,0.71,0.45,1,3,13,0,0,0,1,0,1,0,2,177.8,182.88,135,29,1,0,0
Shana Dobson,1,0,0,3.56,0.33,0.0,0.4,0.25,1,1,5,0,0,0,0,1,0,0,1,167.64,175.26,125,30,1,0,0
Zhang Weili,0,3,0,6.22,0.49,0.9,1.75,0.3,3,0,7,0,0,0,2,0,1,0,3,162.56,160.02,115,30,0,0,1
Elizeu Dos Santos,0,7,0,4.18,0.39,0.6,0.45,0.14,7,1,19,0,0,1,2,3,1,0,7,180.34,185.42,170,32,1,0,0
Mark De La Rosa,1,0,0,3.05,0.36,0.3,0.77,0.17,2,2,10,0,0,1,0,0,1,0,2,167.64,165.1,135,25,1,0,0
Derrick,1,0,0,2.07,0.37,0.8,3.18,0.5,0,1,1,0,0,0,0,0,0,0,0,177.8,182.88,170,31,1,0,0
Mizuki Inoue,0,0,0,6.2,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,160.02,165.1,125,25,1,0,0
Anthony Hernandez,1,0,0,5.23,0.54,0.9,5.48,0.66,0,1,2,0,0,0,0,0,0,0,0,182.88,190.5,185,25,1,0,0
Andre Soukhamthath,1,0,0,2.77,0.44,0.2,1.25,0.53,1,4,17,0,0,0,1,1,0,0,2,175.26,177.8,135,30,1,0,0
Khadis Ibragimov,0,0,0,5.23,0.52,0.0,1.67,0.3,0,0,0,0,0,0,0,0,0,0,0,190.5,198.12,205,24,1,0,0
Thiago Moises,0,1,0,2.96,0.45,1.5,1.22,0.36,1,1,6,0,0,0,1,0,0,0,1,175.26,177.8,155,24,1,0,0
